datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8/11/21,33.6,22.9,27.9,38.8,22.9,30.2,22.1,72.3,0,0,0,,0,0,34.7,27.6,209.7,1015.3,60.9,16,206.6,17.7,7,,2021-08-11T05:47:38,2021-08-11T19:50:48,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/12/21,34.8,24.1,29,39.1,24.1,31.2,22.1,68.3,0.193,100,4.17,rain,0,0,43.4,29.4,233.8,1013.3,46.3,15.7,207.2,17.9,7,,2021-08-12T05:48:41,2021-08-12T19:49:24,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/13/21,31.8,24.9,28.1,35.9,24.9,29.8,21.6,68.2,0,0,0,,0,0,,20.5,181.9,1015.4,54.4,16,205,17.9,7,,2021-08-13T05:49:45,2021-08-13T19:47:59,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/14/21,33,25.2,29.3,36.6,25.2,31.3,20.7,61.1,0.239,100,8.33,rain,0,0,38.3,27.3,274,1015.8,60.3,15.9,198.5,17.2,7,,2021-08-14T05:50:48,2021-08-14T19:46:33,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/15/21,26.8,20.3,23.6,26.8,20.3,23.6,13.4,53.2,0,0,0,,0,0,,17.2,16.1,1021.3,41.8,16,248.5,21.3,7,,2021-08-15T05:51:51,2021-08-15T19:45:06,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/16/21,25.3,17.9,21.7,25.3,17.9,21.7,14.9,65.7,0,0,0,,0,0,,15.8,58.2,1023.1,51.7,15.9,215.8,18.8,7,,2021-08-16T05:52:55,2021-08-16T19:43:37,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/17/21,29.2,18.3,23.9,29.9,18.3,24.2,17.4,68.4,0,0,0,,0,0,,20.5,214,1022.6,65.5,15.8,192.5,16.6,7,,2021-08-17T05:53:58,2021-08-17T19:42:08,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/18/21,30.6,21.9,25.6,32.1,21.9,26.1,18.2,64.3,0,0,0,,0,0,35.3,20.9,209.9,1022.5,77.8,16,160.7,13.9,6,,2021-08-18T05:55:02,2021-08-18T19:40:37,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/19/21,29.9,22.6,25.1,33.4,22.6,25.9,21.7,81.7,30.256,100,37.5,rain,0,0,51.8,31.1,180.3,1015,91.5,14.2,70.8,6.1,4,,2021-08-19T05:56:05,2021-08-19T19:39:06,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/20/21,26.9,22.8,24.6,29,22.8,24.7,21.5,83.2,1.183,100,20.83,rain,0,0,,16,163,1010.8,92.8,14.1,61.9,5.4,2,,2021-08-20T05:57:09,2021-08-20T19:37:34,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/21/21,28.4,22.9,24.9,31.4,22.9,25.5,21.6,82.4,0,0,0,,0,0,,22.2,87.5,1014,75,15.2,194.5,16.7,7,,2021-08-21T05:58:12,2021-08-21T19:36:00,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F2140,KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/22/21,23.6,21.2,22.4,23.6,21.2,22.4,20.8,90.7,18.728,100,50,rain,0,0,59.2,38.2,61.5,1010.6,99.6,5.1,47.4,4.1,3,,2021-08-22T05:59:16,2021-08-22T19:34:26,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/23/21,25.1,21.3,22.7,25.1,21.3,22.7,20.8,89,30.62,100,29.17,rain,0,0,,21.9,88.7,1011.1,94.8,8.4,149.6,12.9,6,,2021-08-23T06:00:19,2021-08-23T19:32:51,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/24/21,31.9,21.6,26.2,34.4,21.6,27.5,20.9,74.7,10.28,100,25,rain,0,0,29.5,22,312,1010.8,74.9,12.8,176,15.3,7,,2021-08-24T06:01:23,2021-08-24T19:31:15,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/25/21,33.2,23.9,28.2,33.9,23.9,29.1,19.9,62.8,0,0,0,,0,0,,12.6,304.9,1017.6,26.6,15.4,211.7,18.3,7,,2021-08-25T06:02:26,2021-08-25T19:29:39,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/26/21,34.8,23.5,29.3,37.7,23.5,31.6,21.2,63,0,0,0,,0,0,,18.5,228.9,1017.8,23,15.2,217.6,18.9,7,,2021-08-26T06:03:30,2021-08-26T19:28:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/27/21,31,24.8,27.6,33.8,24.8,29.1,20.9,67.2,0,0,0,,0,0,,15.8,33,1018.3,48,15.5,197,17,7,,2021-08-27T06:04:33,2021-08-27T19:26:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,0258W,72505914702"
8/28/21,24.7,17.7,20.9,24.7,17.7,20.9,13.9,64.6,1.777,100,12.5,rain,0,0,51,30.6,66.8,1026.5,88,15.8,135.7,11.9,5,,2021-08-28T06:05:36,2021-08-28T19:24:44,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/29/21,22.7,18,20.4,22.7,18,20.4,15.4,73.1,1.861,100,20.83,rain,0,0,,13.2,133.1,1023,99.9,16,73.8,6.5,3,,2021-08-29T06:06:40,2021-08-29T19:23:05,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/30/21,30.4,21.6,25.8,33.6,21.6,27,20.8,75,0.144,100,4.17,rain,0,0,38.9,27.6,222.2,1011.4,82.3,16,136.7,11.9,4,,2021-08-30T06:07:43,2021-08-30T19:21:25,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
8/31/21,28.6,22,25.4,28.5,22,25.4,16.8,60.9,0.598,100,8.33,rain,0,0,42.1,24.7,266.4,1007,63.4,15.7,144.7,12.6,5,,2021-08-31T06:08:46,2021-08-31T19:19:44,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/1/21,22.8,16.7,20.7,22.8,16.7,20.7,15.7,73.8,21.938,100,54.17,rain,0,0,35.3,30.1,321.1,1010.2,84.4,13.6,57.1,4.8,2,,2021-09-01T06:09:49,2021-09-01T19:18:03,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/2/21,23.9,15.9,19.1,23.9,15.9,19.1,13.2,70.5,83.845,100,37.5,rain,0,0,52.8,35.5,349.7,1007.3,78.2,13,129.5,11,6,,2021-09-02T06:10:53,2021-09-02T19:16:21,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/3/21,24.2,14.4,19.3,24.2,14.4,19.3,10.7,58.7,0,0,0,,0,0,31.7,21.8,301.6,1014.1,36.7,16,197,17,8,,2021-09-03T06:11:56,2021-09-03T19:14:39,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/4/21,26.5,16.3,21.3,26.5,16.3,21.3,12.2,57.3,0,0,0,,0,0,29.3,21.9,281.7,1014,22.2,16,204.2,17.5,7,,2021-09-04T06:12:59,2021-09-04T19:12:56,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/5/21,23.3,17.1,20.4,23.3,17.1,20.4,16.1,76.6,0.3,100,8.33,rain,0,0,,21.3,201.8,1011.6,80,15.9,66.2,5.5,3,,2021-09-05T06:14:02,2021-09-05T19:11:13,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/6/21,28.6,20.3,23.7,28.2,20.3,23.7,16,65.3,0.833,100,8.33,rain,0,0,36.4,24.8,254.1,1007.4,57.1,15.7,196.7,17,7,,2021-09-06T06:15:05,2021-09-06T19:09:30,1,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/7/21,26.6,17.3,22.2,26.6,17.3,22.2,12.4,54.8,0,0,0,,0,0,38.9,21.6,260.8,1012.7,23.6,16,213.2,18.6,7,,2021-09-07T06:16:08,2021-09-07T19:07:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/8/21,29.3,17.3,23.4,29.5,17.3,23.6,16.8,67.7,0,0,0,,0,0,48.1,34.1,194.3,1012.1,40.9,16,185.1,16,7,,2021-09-08T06:17:12,2021-09-08T19:06:01,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/9/21,23.8,20.5,23,23.8,20.5,23,20,83.5,14.898,100,70.83,rain,0,0,33.5,20.6,185.3,1008.4,88.2,15.5,45.9,3.8,2,,2021-09-09T06:18:15,2021-09-09T19:04:17,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/10/21,24.9,17.4,21.1,24.9,17.4,21.1,14.3,66.9,13.591,100,16.67,rain,0,0,42.5,28.2,297.1,1008.4,49,14.8,177.3,15.3,6,,2021-09-10T06:19:18,2021-09-10T19:02:32,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/11/21,25.4,14.5,19.9,25.4,14.5,19.9,10.7,56.4,0,0,0,,0,0,51.8,26,244.6,1019.1,21.1,16,197,17,7,,2021-09-11T06:20:21,2021-09-11T19:00:46,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/12/21,28.1,18.1,23.1,29.2,18.1,23.3,16.9,69,0,0,0,,0,0,49,34.2,223.1,1016.3,46.7,16,169.4,14.5,6,,2021-09-12T06:21:24,2021-09-12T18:59:01,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/13/21,27.6,19.5,23.8,27.5,19.5,23.8,15.3,60.7,1.612,100,12.5,rain,0,0,31.7,20.2,293,1014.6,59.5,15.8,172.3,15,7,,2021-09-13T06:22:27,2021-09-13T18:57:15,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/14/21,22.7,16.6,20,22.7,16.6,20,13.6,67.1,0,0,0,,0,0,,23.9,105.9,1018.3,52,15.9,182.2,15.7,7,,2021-09-14T06:23:31,2021-09-14T18:55:30,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/15/21,29.4,19.7,24.7,32.4,19.7,25.5,19.8,74.6,0.072,100,4.17,rain,0,0,44,30,193.8,1014.9,80.2,16,154.7,13.3,5,,2021-09-15T06:24:34,2021-09-15T18:53:44,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/16/21,23.8,18.4,20.6,23.8,18.4,20.6,17.2,81,7.998,100,33.33,rain,0,0,,19.6,32,1023.5,93.8,14.7,49.8,4.3,2,,2021-09-16T06:25:37,2021-09-16T18:51:57,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/17/21,20.6,18.6,19.1,20.6,18.6,19.1,16.8,86.3,0,0,0,,0,0,,19.2,26.8,1025.6,99.3,12,41.4,3.5,2,,2021-09-17T06:26:41,2021-09-17T18:50:11,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/18/21,22.9,18.6,20.3,22.9,18.6,20.3,17.8,85.8,0.802,100,8.33,rain,0,0,40.7,13.3,19.6,1017.5,80.5,9.3,89,7.6,5,,2021-09-18T06:27:45,2021-09-18T18:48:25,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/19/21,21.9,15.9,19.7,21.9,15.9,19.7,13.3,68.2,6.695,100,20.83,rain,0,0,27.7,21.3,32.7,1020.1,48.6,15.5,185,15.7,7,,2021-09-19T06:28:48,2021-09-19T18:46:39,0.49,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/20/21,22,13.2,17.7,22,13.2,17.7,12.1,70.6,0,0,0,,0,0,,21.5,92.3,1028,21.8,15.9,185.8,16.1,7,,2021-09-20T06:29:52,2021-09-20T18:44:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/21/21,22.6,12.8,18.4,22.6,12.8,18.4,14.3,77.3,0,0,0,,0,0,,18.6,106.7,1028.9,51.7,15.8,164.3,14.2,7,,2021-09-21T06:30:56,2021-09-21T18:43:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/22/21,26.4,19.4,22.3,26.4,19.4,22.3,18.9,81.4,0.055,100,4.17,rain,0,0,47.9,22.6,157.1,1022.1,87.2,15.8,93.6,8.1,3,,2021-09-22T06:32:00,2021-09-22T18:41:20,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/23/21,27.3,19.7,22.7,28.5,19.7,22.8,18.9,79.9,0.754,100,16.67,rain,0,0,51.2,23.2,142.9,1018.7,71.9,15.8,121.5,10.5,5,,2021-09-23T06:33:04,2021-09-23T18:39:34,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/24/21,26,20.5,23.4,26,20.5,23.4,19.4,78.5,0.757,100,33.33,rain,0,0,36.8,28,172.8,1016.6,97.2,15.6,67,5.9,2,,2021-09-24T06:34:08,2021-09-24T18:37:48,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/25/21,23.2,17.9,20.1,23.2,17.9,20.1,14,68.9,0.384,100,12.5,rain,0,0,,13.1,46.1,1015.8,82.5,15.7,140.1,12.2,5,,2021-09-25T06:35:13,2021-09-25T18:36:02,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/26/21,24.2,17.4,20.1,24.2,17.4,20.1,12.7,65.4,13.244,100,29.17,rain,0,0,42.5,27.4,296.6,1008.9,61.4,15,165.3,14.3,7,,2021-09-26T06:36:17,2021-09-26T18:34:16,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/27/21,24.2,13.3,19.5,24.2,13.3,19.5,11,58.1,0.027,100,4.17,rain,0,0,46.4,25.6,226,1011.6,48.3,16,139.1,12,5,,2021-09-27T06:37:22,2021-09-27T18:32:31,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/28/21,21.2,16.8,19.8,21.2,16.8,19.8,15.3,76,16.643,100,50,rain,0,0,,22.9,247.2,1008.8,87.6,14.2,32.6,2.9,2,,2021-09-28T06:38:27,2021-09-28T18:30:46,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/29/21,18.1,10.6,14.9,18.1,10.6,14.9,7.8,63.1,0,0,0,,0,0,35.3,21,344.3,1013.3,66.7,16,139.4,11.9,6,,2021-09-29T06:39:32,2021-09-29T18:29:01,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
9/30/21,16.9,12,14.3,16.9,12,14.3,6.9,61.5,0.066,100,8.33,rain,0,0,33.5,20.1,312.5,1017.2,75.9,16,100.9,8.8,5,,2021-09-30T06:40:38,2021-09-30T18:27:16,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/1/21,19.3,9.4,14.6,19.3,7.2,14.3,6.4,59.6,0,0,0,,0,0,33.5,21.7,299.2,1020.9,45,15.7,154,13.3,6,,2021-10-01T06:41:43,2021-10-01T18:25:32,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/2/21,23.7,10.5,17.2,23.7,10.5,17.2,9.9,63.2,0,0,0,,0,0,40.7,26,245,1018.2,43.1,15.6,118.9,10.2,5,,2021-10-02T06:42:49,2021-10-02T18:23:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/3/21,19.5,13.2,16.7,19.5,13.2,16.7,13.5,81.6,0.232,100,12.5,rain,0,0,,19.3,49.6,1015.6,73.8,15.6,74.7,6.5,4,,2021-10-03T06:43:55,2021-10-03T18:22:04,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/4/21,17,13.7,15.6,17,13.7,15.6,13.1,85,25.139,100,95.83,rain,0,0,38.9,30,67.5,1018.7,100,11.6,19.3,1.6,1,,2021-10-04T06:45:02,2021-10-04T18:20:21,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/5/21,16.5,12.6,14.3,16.5,12.6,14.3,11.6,84.2,16.34,100,33.33,rain,0,0,,20.6,18,1024.2,92,13.5,33.3,2.9,1,,2021-10-05T06:46:08,2021-10-05T18:18:38,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/6/21,20.5,12.5,16.3,20.5,12.5,16.3,10.9,71.3,0,0,0,,0,0,,11.2,102.9,1027.6,39.7,15.3,124.5,10.7,6,,2021-10-06T06:47:15,2021-10-06T18:16:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/7/21,22.4,12.7,17.4,22.4,12.7,17.4,12.7,74.8,0,0,0,,0,0,,13.1,160.6,1024.6,28.1,15.5,150.1,13.3,6,,2021-10-07T06:48:22,2021-10-07T18:15:14,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/8/21,21.8,14.5,17.6,21.8,14.5,17.6,12.4,72.1,0,0,0,,0,0,,25.2,45.3,1022.1,47.8,15.4,153.1,13.2,6,,2021-10-08T06:49:30,2021-10-08T18:13:33,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/9/21,17.8,15.2,16.6,17.8,15.2,16.6,11,69.9,0.093,100,12.5,rain,0,0,29.5,26.3,76.5,1026.9,92.5,16,119.8,10.4,4,,2021-10-09T06:50:38,2021-10-09T18:11:52,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/10/21,18.8,15,16.8,18.8,15,16.8,12.8,77.7,0,0,0,,0,0,,20.2,79,1025.3,93.9,15.8,59.4,5.2,3,,2021-10-10T06:51:46,2021-10-10T18:10:12,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/11/21,20.8,16.2,17.9,20.8,16.2,17.9,14.9,82.7,0.027,100,4.17,rain,0,0,,18.7,49.1,1020.6,81.8,15.6,95.3,8.1,5,,2021-10-11T06:52:54,2021-10-11T18:08:33,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/12/21,23.4,13.9,17.9,23.4,13.9,17.9,14,79,0,0,0,,0,0,,13.3,149.6,1019.4,64.4,10.7,135.5,11.9,6,,2021-10-12T06:54:03,2021-10-12T18:06:55,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/13/21,24.9,14.5,19.3,24.9,14.5,19.3,13.4,70.7,0,0,0,,0,0,,16.2,214.9,1015.7,34.8,15.3,138,11.8,5,,2021-10-13T06:55:12,2021-10-13T18:05:17,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/14/21,23.9,15.1,18.8,23.9,15.1,18.8,14.5,76.9,0,0,0,,0,0,,18.1,17,1012.2,33.2,15.3,123.8,10.6,5,,2021-10-14T06:56:21,2021-10-14T18:03:39,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/15/21,20.5,15.4,18.1,20.5,15.4,18.1,16,87.6,0,0,0,,0,0,,19.1,138.3,1013,76.5,15.5,123.7,10.6,5,,2021-10-15T06:57:30,2021-10-15T18:02:03,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,0258W,72505914702"
10/16/21,23.4,18.4,21.1,23.4,18.4,21.1,17.4,80.5,0.1,100,8.33,rain,0,0,52.5,34,193.7,1007.6,87.3,16,106.3,9.2,5,,2021-10-16T06:58:40,2021-10-16T18:00:28,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/17/21,17.8,11.4,15,17.8,11.4,15,8.8,68.2,8.32,100,25,rain,0,0,40.5,31.3,286.6,1004.6,55.6,15.6,141.2,12.1,6,,2021-10-17T06:59:51,2021-10-17T17:58:53,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/18/21,16.1,9.2,12.1,16.1,6.2,11.7,3.6,58,0,0,0,,0,0,42.5,29.4,293,1006.9,58.6,16,123.2,10.6,6,,2021-10-18T07:01:01,2021-10-18T17:57:19,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/19/21,17.2,7.7,11.8,17.2,4.7,10.5,2.3,54.4,0,0,0,,0,0,53.2,27.7,276.1,1009.9,32.4,16,121.3,10.5,5,,2021-10-19T07:02:12,2021-10-19T17:55:46,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/20/21,22.4,11.5,15.8,22.4,11.5,15.8,8.9,64.4,0,0,0,,0,0,33.5,23.4,269.9,1012,52.7,16,115.4,9.8,5,,2021-10-20T07:03:23,2021-10-20T17:54:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/21/21,23.5,14.3,18.9,23.5,14.3,18.9,10,57.5,0,0,0,,0,0,27.7,21.5,218.7,1013.7,64.3,16,106.6,9.2,5,,2021-10-21T07:04:35,2021-10-21T17:52:44,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/22/21,21.7,13.7,18,21.7,13.7,18,11.7,68.8,0,0,0,,0,0,31.7,23.4,244.9,1009.7,60.7,15.8,102.7,8.7,6,,2021-10-22T07:05:47,2021-10-22T17:51:14,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/23/21,15.1,9.4,12,15.1,7.2,12,3.6,56.6,0,0,0,,0,0,25.9,19,303.7,1013.4,71.6,16,100.2,8.9,5,,2021-10-23T07:06:59,2021-10-23T17:49:45,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
10/24/21,14,5.6,9.9,14,2.8,8.7,0.5,53.7,0,0,0,,0,0,33.5,21,283.4,1019.4,38.5,16,120.2,10.3,5,,2021-10-24T07:08:11,2021-10-24T17:48:18,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
